,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,year_since_1st_renovation,city,statezip,price
354,4.0,1.75,1840,9600,1.0,0,0,3,620,111,31,31,538000.0
355,3.0,1.75,1980,6760,1.0,0,0,4,0,73,3,7,530000.0
356,6.0,3.0,3510,5760,2.5,0,0,4,0,90,35,53,1750000.0
357,2.0,1.75,1230,3600,1.5,0,0,5,0,25,35,58,636000.0
358,4.0,2.5,2280,65836,2.0,0,0,3,0,103,42,44,535000.0
359,3.0,1.75,2430,12757,1.0,0,2,4,1090,52,3,3,1500000.0
360,3.0,2.5,2920,3942,3.0,0,0,3,0,108,32,34,868500.0
361,4.0,2.75,2280,2850,1.5,0,0,4,740,30,35,54,530000.0
362,3.0,2.0,1510,43560,1.0,0,0,3,0,105,42,44,450000.0
363,3.0,1.75,950,6000,1.0,0,0,3,160,69,35,51,230000.0
364,3.0,2.5,1190,3000,2.0,0,0,3,0,102,40,71,229000.0
365,3.0,1.75,1310,9282,1.0,0,0,4,0,92,31,31,437000.0
366,5.0,3.25,2800,3200,1.5,0,0,5,890,102,35,52,1307000.0
367,3.0,2.5,1750,3354,2.0,0,0,4,0,91,19,21,595000.0
368,3.0,1.75,1320,5750,1.5,0,0,5,0,18,35,55,660000.0
369,4.0,2.5,2460,7350,2.0,0,0,3,0,89,14,13,347500.0
370,3.0,2.0,1240,10800,1.0,0,0,3,0,110,32,36,297950.0
371,3.0,1.5,1260,7964,1.0,0,0,4,0,109,10,66,245000.0
372,6.0,2.25,2820,15600,1.5,0,2,5,850,40,6,68,543200.0
373,4.0,3.25,3820,24166,2.0,0,1,4,510,90,23,25,1250000.0
374,3.0,2.5,1540,1614,3.0,0,0,3,70,108,35,47,413450.0
375,2.0,2.0,1550,435600,1.5,0,0,2,0,72,38,38,330000.0
376,3.0,1.75,1460,7700,1.0,0,0,3,0,114,31,31,424500.0
377,3.0,1.0,1390,16000,1.0,0,0,4,0,101,0,0,230000.0
378,3.0,3.25,2640,4080,2.0,0,0,3,800,100,35,48,930000.0
379,3.0,1.75,1590,9620,1.0,0,0,3,0,100,32,37,349000.0
380,4.0,2.0,1910,6960,1.5,0,0,5,0,41,35,47,835000.0
381,3.0,2.75,2015,16807,2.0,1,4,3,0,107,6,68,988500.0
382,3.0,1.75,1410,1197,3.0,0,0,3,0,12,35,47,500000.0
383,2.0,1.5,1110,957,2.0,0,0,3,180,105,35,58,499000.0
384,2.0,1.25,860,1277,2.0,0,0,3,0,107,35,64,321950.0
385,3.0,2.5,2310,4729,2.0,0,0,3,0,111,17,16,494000.0
386,2.0,1.5,1020,1060,3.0,0,0,3,0,108,35,47,441750.0
387,2.0,1.0,980,1179,2.0,0,0,3,0,110,35,58,438000.0
388,4.0,2.25,4230,37769,2.0,0,0,3,0,89,42,44,985000.0
389,3.0,2.25,1640,11050,1.0,0,0,4,0,72,32,37,352000.0
390,4.0,3.5,3810,13592,1.0,0,1,3,1250,23,32,34,839900.0
391,4.0,2.75,2790,10819,2.0,0,0,3,0,96,16,15,765000.0
392,4.0,1.75,1750,5500,1.5,0,0,5,700,26,35,56,460000.0
393,4.0,1.0,1430,8355,1.5,0,0,4,0,83,1,45,224500.0
394,3.0,2.5,1850,4597,2.0,0,0,3,0,103,9,26,254000.0
395,2.0,1.0,960,28717,1.0,0,0,4,0,84,41,40,255000.0
396,3.0,3.0,2480,45302,1.0,0,0,4,860,92,42,44,610000.0
397,4.0,3.0,3750,11025,2.0,0,0,3,0,76,33,42,920000.0
398,4.0,2.5,2600,11951,2.0,0,0,3,0,100,14,13,402500.0
399,3.0,1.75,1390,8700,1.0,0,3,4,550,89,32,35,280950.0
400,4.0,2.5,2260,7753,2.0,0,0,3,0,89,16,17,604000.0
401,4.0,2.25,2470,7447,2.0,0,0,3,0,84,20,67,565000.0
402,2.0,1.0,810,7980,1.0,0,0,1,0,28,35,65,255000.0
403,4.0,2.0,1650,6000,1.0,0,0,5,650,59,35,64,445000.0
404,3.0,2.25,3000,11665,1.5,1,4,3,0,101,33,43,2400000.0
405,2.0,1.0,720,18000,1.0,0,0,3,0,105,35,71,195000.0
406,3.0,1.5,1390,48257,1.0,0,0,3,0,113,13,14,275000.0
407,3.0,2.25,1445,1606,2.0,0,0,3,145,103,16,15,387000.0
408,2.0,1.0,1840,3300,1.5,0,0,4,710,10,35,50,490000.0
409,3.0,2.5,2100,5824,2.0,0,2,3,0,99,38,38,505000.0
410,3.0,1.5,1060,10464,1.0,0,0,4,0,73,19,22,303500.0
411,3.0,1.5,1500,6337,1.0,0,0,5,0,53,35,60,270000.0
412,4.0,2.75,1970,7213,1.0,0,0,3,800,104,32,36,323000.0
413,3.0,3.25,1410,1253,3.0,0,0,3,0,105,35,47,382000.0
414,4.0,2.75,3720,9450,1.0,0,4,5,1760,62,3,5,1370000.0
415,4.0,2.0,2190,14439,1.0,0,0,4,1010,77,1,0,280000.0
416,3.0,2.0,1920,8075,1.0,0,0,4,410,69,14,13,260000.0
417,3.0,1.0,1160,8320,1.0,0,0,4,0,59,18,20,201500.0
418,4.0,4.25,5860,52889,2.0,0,0,4,950,96,42,41,1157200.0
419,4.0,1.75,2000,4000,1.5,0,0,5,550,26,35,61,536500.0
420,4.0,3.0,2163,5883,2.0,0,0,3,0,106,0,0,248000.0
421,5.0,3.0,3480,57499,1.0,0,0,4,1140,92,16,15,532000.0
422,4.0,2.5,2840,6268,2.0,0,0,3,0,106,17,16,580000.0
423,2.0,1.0,1150,4400,1.0,0,0,4,0,5,35,53,463000.0
424,4.0,2.75,3100,3773,2.0,0,0,3,1100,96,35,59,742500.0
425,3.0,2.5,1420,14850,1.0,0,0,4,400,63,18,20,260000.0
426,4.0,2.25,2430,32496,1.0,0,0,3,0,93,42,44,590000.0
427,4.0,2.25,1930,7452,1.0,0,0,3,500,84,18,19,312000.0
428,3.0,2.25,1660,10140,1.0,0,0,4,290,80,31,31,566000.0
429,3.0,2.0,1400,7293,1.0,0,0,4,0,63,3,7,511555.0
430,4.0,2.5,2660,4000,2.0,0,0,3,0,101,31,32,583000.0
431,4.0,2.5,2000,13300,1.0,0,0,4,800,68,1,0,290000.0
432,4.0,2.25,2130,8078,1.0,0,0,4,750,77,32,33,311100.0
433,3.0,2.25,1352,1694,3.0,0,0,3,0,107,35,60,325000.0
434,3.0,1.75,1750,11340,1.0,0,1,4,450,87,33,42,491300.0
435,5.0,1.75,2320,8100,1.0,0,0,4,1160,56,6,68,315000.0
436,2.0,1.0,1420,81892,1.0,0,0,3,240,101,32,33,360000.0
437,4.0,2.5,1940,3784,2.0,0,0,3,0,103,32,36,330000.0
438,3.0,2.0,1410,4800,1.0,0,0,3,0,96,35,56,481450.0
439,3.0,1.0,1360,9948,1.0,0,0,3,0,104,4,8,234950.0
440,3.0,1.75,1220,7250,1.0,0,0,3,0,103,27,27,251000.0
441,4.0,2.5,2830,20345,2.0,0,0,3,850,114,3,3,782000.0
442,4.0,2.75,3780,10308,2.0,0,0,3,0,99,33,43,833000.0
443,4.0,2.5,2330,14289,2.0,0,0,4,0,100,3,6,542500.0
444,3.0,2.5,3560,107290,2.0,0,0,3,0,100,31,32,851000.0
445,4.0,1.5,1470,70800,1.0,0,0,3,0,76,30,30,325000.0
446,4.0,2.25,3060,48787,2.0,0,0,3,0,92,30,30,415000.0
447,3.0,1.0,1030,6127,1.0,0,0,3,150,112,35,60,252500.0
448,4.0,2.5,1930,9653,1.0,0,0,4,0,68,14,13,465000.0
449,3.0,1.75,1780,120661,1.0,0,0,4,0,79,11,11,336900.0
450,3.0,2.5,2000,9202,2.0,0,0,4,0,92,21,23,225000.0
451,3.0,2.0,1690,9583,1.0,0,0,4,0,69,32,37,270000.0
452,5.0,4.5,5190,23716,2.0,0,2,3,1800,100,23,25,1702500.0
453,3.0,1.75,1300,5413,1.5,0,0,3,0,92,35,54,536000.0
454,4.0,3.25,2400,29252,2.0,0,0,4,0,111,42,41,585000.0
455,2.0,2.0,1150,6634,1.0,0,0,3,290,96,35,54,445000.0
456,4.0,2.25,2310,7490,2.0,0,0,3,0,80,32,33,320000.0
457,4.0,3.5,2730,3047,2.0,0,0,3,330,106,35,55,769900.0
458,4.0,2.5,2840,4500,2.0,0,0,3,0,12,17,16,557000.0
459,2.0,1.5,1020,1525,2.0,0,0,3,0,103,35,62,212000.0
460,3.0,2.0,1340,1384,3.0,0,0,3,0,108,35,47,376000.0
461,4.0,3.25,3540,159430,2.0,0,0,3,0,107,7,10,800000.0
462,5.0,6.5,7270,130017,2.0,0,0,3,850,110,16,17,2238888.0
463,3.0,2.25,998,904,2.0,0,0,3,200,107,35,56,324000.0
464,5.0,2.75,3060,7015,1.0,0,0,5,1460,79,35,65,549900.0
465,3.0,2.5,2130,6969,2.0,0,0,3,0,103,21,23,320000.0
466,4.0,2.0,2520,6000,1.0,0,0,3,1120,107,35,47,875000.0
467,4.0,1.0,1940,9533,1.0,0,0,3,860,103,18,19,265000.0
468,3.0,2.5,1350,1250,3.0,0,0,3,80,106,35,63,394950.0
469,4.0,2.5,2160,5298,2.5,0,0,4,0,2,35,59,842500.0
470,3.0,2.5,1370,1350,2.0,0,0,3,360,107,35,63,368000.0
471,4.0,4.5,5420,101930,1.0,0,0,3,1530,101,31,32,1225000.0
472,4.0,2.5,2830,5000,2.0,0,0,3,0,95,35,48,885000.0
473,3.0,2.5,2010,2287,2.0,0,0,3,620,114,16,17,453246.0
474,4.0,2.75,3300,12090,2.0,0,0,3,0,53,8,3,927000.0
475,2.0,2.5,1230,1391,2.0,0,0,3,360,103,35,53,490000.0
476,3.0,1.5,1720,7119,1.5,0,0,4,0,52,36,67,341000.0
477,1.0,1.0,810,2451,1.0,0,0,5,0,41,35,61,235000.0
478,3.0,1.75,1560,8078,1.5,1,4,4,0,28,23,25,1200000.0
479,3.0,2.0,2560,216777,1.0,0,0,3,0,86,1,45,560000.0
480,4.0,3.25,4700,38412,2.0,0,0,3,1280,78,3,4,900000.0
481,2.0,1.0,1220,2500,1.0,0,0,3,450,106,35,61,255000.0
482,5.0,2.75,3650,20150,1.0,0,0,4,1290,75,3,3,1575000.0
483,3.0,3.25,2170,12508,1.5,0,0,5,520,70,23,25,876650.0
484,4.0,2.25,2540,228254,1.0,0,0,3,1090,109,11,11,540000.0
485,2.0,1.0,910,4500,1.5,0,0,4,0,90,35,57,350000.0
486,4.0,2.5,2980,4930,2.0,0,0,3,90,100,3,5,750000.0
487,4.0,1.75,2120,4650,1.0,0,1,3,930,94,35,56,582000.0
488,4.0,3.5,3460,3997,2.0,0,0,3,900,103,35,47,1315000.0
489,5.0,3.0,2480,10090,1.0,0,0,3,1180,103,35,71,372500.0
490,3.0,2.25,2200,16921,2.0,0,0,3,0,100,21,23,410000.0
491,4.0,2.0,1730,5500,1.0,0,0,5,720,43,35,49,360000.0
492,3.0,2.5,2920,34527,1.0,0,4,4,1120,83,35,55,1015000.0
493,3.0,1.0,990,8012,1.0,0,0,4,0,66,32,36,225000.0
494,4.0,2.5,3040,6887,2.0,0,0,3,0,99,33,42,647000.0
495,5.0,3.0,4530,258746,1.5,0,0,4,1330,103,42,44,950000.0
496,3.0,1.5,1370,8470,1.0,0,0,4,0,101,1,45,185000.0
497,3.0,2.5,1940,4927,2.0,0,0,3,0,103,32,36,335000.0
498,3.0,2.5,1040,2643,2.0,0,0,3,320,103,35,57,210000.0
499,4.0,2.25,1800,8623,1.0,0,0,4,440,80,19,21,522000.0
500,3.0,1.75,1720,5000,1.0,0,0,3,0,114,35,59,770000.0
501,3.0,1.0,980,6380,1.0,0,0,3,220,94,35,54,499950.0
502,4.0,2.5,3110,6142,2.0,0,0,3,0,103,31,31,751000.0
503,5.0,3.0,2100,7715,1.0,0,0,3,850,23,6,69,330000.0
504,3.0,1.5,2020,11358,1.0,0,0,4,830,56,19,21,465000.0
505,4.0,1.75,2350,11914,1.0,0,0,4,0,101,23,25,850000.0
506,4.0,2.25,3290,12329,1.5,0,0,4,0,68,23,25,947500.0
507,5.0,2.25,2180,7813,2.0,0,0,3,0,86,21,23,302000.0
508,2.0,2.25,1290,1334,3.0,0,0,3,0,107,35,50,500000.0
509,3.0,1.0,1460,9750,1.0,0,0,4,0,69,18,26,201000.0
510,2.0,1.0,1290,2828,2.0,0,0,3,0,108,31,32,265000.0
511,4.0,2.5,2350,3150,1.5,0,0,4,660,10,35,47,870300.0
512,3.0,1.0,1080,8100,1.0,0,0,4,0,109,36,67,339000.0
513,4.0,2.5,2670,13463,2.0,0,0,4,0,89,16,17,690000.0
514,4.0,3.25,3680,5759,2.0,0,0,3,840,103,16,15,788000.0
515,3.0,1.75,1440,8040,1.0,0,0,3,480,94,35,60,315275.0
516,4.0,1.75,1940,4800,1.0,0,0,5,910,56,35,59,505000.0
517,3.0,1.0,1280,9898,1.0,0,0,3,0,97,42,41,368000.0
518,3.0,2.75,2980,27144,1.5,1,2,5,800,17,6,68,947500.0
519,3.0,1.0,970,8580,1.0,0,0,3,0,89,14,2,156000.0
520,4.0,3.0,2110,5000,1.5,0,2,4,470,30,35,63,610000.0
521,2.0,2.5,1480,1369,3.0,0,0,3,0,109,31,31,420000.0
522,2.0,1.0,700,10540,1.0,0,0,3,0,53,26,68,192000.0
523,3.0,2.0,2700,6120,1.0,0,0,4,1350,62,35,54,910000.0
524,4.0,3.25,2330,9687,2.0,0,3,3,0,18,35,53,1300000.0
525,5.0,1.75,3380,20021,1.0,0,0,4,1690,63,8,3,1346400.0
526,4.0,2.75,2600,2750,1.5,0,0,3,980,36,35,52,840000.0
527,2.0,1.75,1360,8100,1.0,0,0,3,500,75,35,70,300000.0
528,4.0,2.5,2780,6369,1.0,0,0,3,1190,78,19,22,505000.0
529,3.0,1.0,1250,53143,1.0,0,0,5,0,45,21,23,110000.0
530,3.0,2.5,2620,8950,2.0,0,0,3,0,92,3,5,746000.0
531,3.0,1.5,1350,7620,1.0,0,0,5,0,41,6,68,211000.0
532,4.0,3.0,2400,3340,1.0,0,0,4,1200,64,35,50,675000.0
533,4.0,2.5,2760,5000,1.5,0,0,5,1080,70,35,50,734200.0
534,4.0,2.25,3070,16028,1.0,0,3,3,1200,76,23,25,1225000.0
535,2.0,1.75,2040,28593,1.5,1,3,4,0,90,41,40,615000.0
536,4.0,2.0,1770,6000,2.0,0,0,5,0,81,35,74,630000.0
537,4.0,3.75,3490,9170,2.0,0,0,3,0,12,3,3,1264000.0
538,2.0,1.5,830,1333,2.0,0,0,3,0,105,35,63,301500.0
539,2.0,2.5,980,895,2.0,0,0,3,310,109,35,55,369000.0
540,3.0,2.5,1570,1433,3.0,0,0,3,0,110,35,47,635000.0
541,4.0,3.25,3270,5187,2.0,0,0,3,160,114,31,31,1033888.0
542,4.0,2.5,2160,6223,2.0,0,0,3,0,110,21,23,383000.0
543,4.0,3.75,3280,11000,2.0,0,0,3,960,108,19,21,1050000.0
544,4.0,2.5,3360,7685,2.0,0,0,3,0,101,32,36,455000.0
545,5.0,2.75,3150,7119,2.0,0,0,3,0,23,31,31,819900.0
546,3.0,3.5,1810,1846,2.0,0,0,4,370,109,35,59,625000.0
547,4.0,2.5,2740,7140,2.0,0,0,3,0,93,33,42,651000.0
548,5.0,4.75,3830,35000,1.0,0,0,3,1700,76,42,44,480000.0
549,3.0,3.25,3190,5283,2.0,0,0,3,0,107,16,17,757000.0
550,3.0,2.25,2350,10450,1.0,0,0,3,960,104,17,16,460000.0
551,4.0,2.25,2510,8165,1.0,0,0,4,900,72,14,13,267345.0
552,2.0,2.0,1680,4950,1.0,0,0,3,0,106,31,32,530000.0
553,3.0,2.0,1770,6610,1.0,0,0,4,810,79,36,62,449500.0
554,3.0,1.0,1090,7315,1.0,0,0,5,0,81,32,34,289000.0
555,5.0,2.5,3001,5710,2.0,0,0,3,0,106,18,18,373000.0
556,5.0,3.0,2450,4591,2.0,0,0,3,0,94,35,56,525000.0
557,3.0,3.25,3610,59677,2.0,0,0,3,1170,103,16,15,777000.0
558,4.0,2.0,2250,7500,1.0,0,0,5,1050,56,3,4,550000.0
559,3.0,1.5,1240,7735,1.0,0,0,4,0,101,3,7,523000.0
560,4.0,2.0,2260,6000,1.0,0,0,3,830,104,35,54,628000.0
561,4.0,1.75,2090,8164,1.0,0,0,4,1020,63,31,31,581000.0
562,5.0,1.75,2020,7902,1.0,0,0,3,800,103,35,69,245000.0
563,3.0,1.75,1960,5000,1.0,0,0,5,980,84,35,51,415000.0
564,5.0,2.25,3120,16672,2.0,0,0,4,0,69,43,3,1895000.0
565,3.0,1.5,1250,7500,1.0,0,0,3,0,111,18,18,225000.0
566,3.0,2.25,1490,9600,1.0,0,0,4,320,87,11,11,287000.0
567,6.0,3.0,2890,2370,2.5,0,0,3,600,114,35,46,799200.0
568,3.0,1.0,1900,33888,1.5,0,0,4,0,82,1,0,239950.0
569,3.0,1.75,1680,2400,1.0,0,0,5,810,56,35,59,591000.0
570,3.0,2.5,2030,8398,2.0,0,0,4,0,75,3,7,700000.0
571,4.0,2.5,3740,8700,1.0,0,0,3,1480,103,32,36,475000.0
572,3.0,1.75,1580,11750,1.0,0,0,4,400,99,35,57,575000.0
573,3.0,2.25,1780,6120,1.5,0,0,4,390,27,35,59,771000.0
574,2.0,1.0,910,6232,1.0,0,0,3,0,102,35,57,155000.0
575,7.0,4.0,3440,8100,2.0,0,0,3,0,114,35,47,550000.0
576,3.0,2.5,1740,13750,2.0,0,0,4,0,75,3,7,645000.0
577,5.0,2.5,3400,8970,1.0,0,0,4,1700,59,36,62,464000.0
578,4.0,3.25,4400,16625,2.0,0,0,3,0,103,33,43,1050000.0
579,3.0,2.5,2010,14298,2.0,0,0,3,0,104,41,40,350000.0
580,4.0,2.25,2710,38180,2.0,0,0,4,0,77,42,44,591000.0
581,4.0,2.5,5300,26211,2.0,1,2,2,730,23,35,48,2555000.0
582,3.0,1.5,1310,3880,1.0,0,0,3,220,101,35,56,717000.0
583,4.0,1.5,1950,12559,1.5,0,0,3,0,69,34,72,225000.0
584,3.0,1.0,1040,6535,1.0,0,0,3,0,112,35,69,225000.0
585,3.0,1.75,1090,7200,1.0,0,0,3,0,97,19,22,345000.0
586,2.0,0.75,650,5360,1.0,0,0,4,0,31,35,62,230000.0
587,3.0,2.0,1480,6600,1.0,0,2,3,740,102,35,65,385000.0
588,2.0,1.0,790,2640,1.0,0,0,3,0,113,19,22,90000.0
589,4.0,2.5,3560,11119,1.0,0,2,3,1270,86,3,3,860000.0
590,4.0,2.5,3000,5548,2.0,0,0,3,0,106,25,34,675000.0
591,4.0,2.5,3490,7494,2.0,0,3,3,0,100,3,5,975000.0
592,3.0,1.75,2340,10495,1.0,0,0,4,0,67,23,25,780000.0
593,3.0,1.75,1650,8254,1.0,0,0,5,590,51,36,67,370000.0
594,3.0,2.0,1940,5820,1.5,0,0,5,790,44,35,50,665000.0
595,5.0,3.0,3410,9600,1.0,0,0,4,1540,68,31,31,675000.0
596,3.0,1.0,1710,4050,1.5,0,0,3,0,104,35,47,620000.0
597,4.0,1.5,2740,4000,2.0,0,0,5,810,5,35,52,1105000.0
598,3.0,2.75,1250,892,2.0,0,0,3,210,110,35,55,450000.0
599,3.0,2.25,2450,42180,1.0,0,0,4,0,100,9,26,450000.0
600,3.0,1.75,1690,8190,1.0,0,0,4,0,72,3,4,530000.0
601,4.0,1.75,1950,13320,1.0,0,0,4,580,69,3,6,635000.0
602,5.0,2.0,2290,7125,1.0,0,0,3,1100,100,3,7,580000.0
603,5.0,3.25,3370,17458,1.0,0,2,5,1370,82,23,25,1550000.0
604,3.0,1.0,1090,8640,1.0,0,0,4,0,73,6,68,285000.0
605,3.0,1.0,1190,9486,1.0,0,0,4,0,83,26,68,375000.0
606,5.0,4.25,3530,7924,2.0,0,0,3,0,101,23,25,1400000.0
607,3.0,1.0,1440,5000,2.0,0,0,3,0,106,35,47,560000.0
608,4.0,1.75,2180,13529,1.0,0,0,3,1090,101,20,67,405000.0
609,4.0,1.0,1410,6000,1.0,0,0,3,600,102,35,61,413000.0
610,3.0,2.5,1950,8251,2.0,0,0,3,0,109,1,0,287600.0
611,5.0,3.25,4860,23723,2.0,0,2,4,1040,89,23,25,1680000.0
612,3.0,1.0,1660,7210,1.0,0,0,3,560,108,1,0,225000.0
613,3.0,1.0,1390,12823,1.0,0,0,4,0,68,42,44,319000.0
614,3.0,2.0,1350,14200,1.0,0,0,3,0,89,11,11,322500.0
615,3.0,2.0,1530,5401,1.0,0,0,4,0,37,35,54,570000.0
616,3.0,1.5,1270,5112,1.0,0,0,3,0,105,35,54,465000.0
617,4.0,2.25,2140,6355,2.0,0,0,3,0,102,38,38,435000.0
618,4.0,2.5,2040,5616,2.0,0,0,3,0,12,17,16,502000.0
619,3.0,3.5,2876,5086,2.0,0,0,3,516,107,42,41,525000.0
620,3.0,2.5,1580,1161,2.0,0,0,3,570,108,35,53,525000.0
621,4.0,3.5,3400,5196,2.0,0,0,3,0,12,38,38,660000.0
622,4.0,2.5,3520,6773,2.5,0,0,3,870,106,35,63,870000.0
623,4.0,2.5,2210,4861,2.0,0,0,3,0,23,35,56,650000.0
624,4.0,2.5,2790,5602,2.0,0,0,3,0,109,32,37,505000.0
625,3.0,2.5,1450,5008,1.0,0,0,3,610,107,35,49,330000.0
626,4.0,1.75,1620,4980,1.0,0,0,4,760,88,35,62,385000.0
627,3.0,1.5,1220,1086,3.0,0,0,3,0,107,35,62,306000.0
628,3.0,1.75,2000,5000,1.0,0,0,4,890,21,35,56,546000.0
629,4.0,2.5,2190,7350,2.5,0,0,5,0,58,23,25,925000.0
630,4.0,1.75,1900,8250,1.0,0,0,4,950,109,3,5,542000.0
631,3.0,1.0,1700,4400,1.5,0,0,4,0,90,35,59,800000.0
632,5.0,2.5,2540,3832,2.0,0,0,5,780,29,35,56,620000.0
633,2.0,1.0,1170,8925,1.0,0,2,3,0,79,10,73,175000.0
634,5.0,5.0,5774,31675,1.0,0,2,3,1284,84,14,2,740000.0
635,3.0,2.25,2120,15003,2.0,0,0,3,0,84,32,37,345000.0
636,3.0,1.75,2170,26460,1.0,0,0,3,720,86,33,42,510000.0
637,4.0,2.75,2450,15002,1.0,0,0,5,0,74,26,68,530000.0
638,2.0,1.0,700,5200,1.0,0,0,5,0,98,32,34,155000.0
639,3.0,2.5,1780,7214,1.0,0,0,4,380,86,18,18,266000.0
640,3.0,2.0,1850,8250,1.0,0,0,4,700,52,1,1,257200.0
641,3.0,2.0,1570,5706,1.0,0,0,3,0,106,1,45,265000.0
642,3.0,1.0,1290,5500,1.0,0,0,3,310,94,35,63,372220.0
643,5.0,2.0,1700,7314,1.0,0,0,3,700,101,35,51,337500.0
644,2.0,1.5,1159,4800,1.0,0,0,3,0,94,35,74,582500.0
645,3.0,2.75,1850,9600,1.5,0,0,5,0,65,19,22,489200.0
646,2.0,1.0,840,3522,1.0,0,0,3,0,112,35,74,405100.0
647,3.0,2.5,1690,1618,2.0,0,0,3,540,114,16,17,372977.0
648,3.0,1.0,1050,9876,1.0,0,0,3,0,53,17,16,310000.0
649,3.0,1.75,1400,3825,1.5,0,0,4,300,4,35,56,538000.0
650,3.0,2.5,2550,7200,2.0,0,2,3,0,113,35,64,1400000.0
651,3.0,2.5,1840,5011,2.0,0,0,3,0,12,21,23,317000.0
652,3.0,1.5,2360,6750,2.0,0,0,5,430,26,35,47,702500.0
653,4.0,2.5,2240,14667,2.0,0,0,4,0,89,25,37,565000.0
654,4.0,2.5,2700,4004,2.0,0,0,3,0,103,16,17,723000.0
655,3.0,2.5,3030,30007,1.5,0,0,4,0,92,42,44,766950.0
656,3.0,1.75,1830,5120,1.5,0,2,5,0,3,35,59,682000.0
657,3.0,2.5,2220,6049,2.0,0,0,4,0,90,18,19,325000.0
658,3.0,2.5,2090,7640,1.0,0,0,3,730,114,36,62,543000.0
659,3.0,1.75,1600,6120,1.5,0,0,3,0,111,35,54,525000.0
660,4.0,1.75,2010,8625,1.0,0,0,4,670,101,36,62,364000.0
661,2.0,1.0,830,4000,1.0,0,0,3,0,105,35,56,394475.0
662,4.0,2.5,2010,7226,2.0,0,0,3,0,95,1,45,316000.0
663,3.0,1.0,1050,5402,1.5,0,0,4,0,90,35,64,339950.0
664,4.0,2.5,2150,39449,1.0,0,0,3,730,78,13,14,486000.0
665,3.0,1.0,860,11900,1.0,0,0,4,0,63,18,18,160000.0
666,3.0,2.5,3100,20553,1.0,0,0,3,0,105,36,70,930000.0
667,3.0,1.0,1100,17334,1.0,0,0,3,0,78,1,0,139000.0
668,3.0,1.5,1830,8000,1.0,0,0,4,0,101,3,7,562000.0
669,2.0,1.75,1250,34395,1.0,0,0,4,0,83,14,2,299000.0
670,3.0,2.5,1820,4883,2.0,0,0,3,0,105,17,16,511000.0
671,3.0,2.0,2090,42689,1.5,0,0,3,0,98,30,30,499000.0
672,3.0,3.5,2100,12384,2.0,0,0,3,0,80,40,69,356000.0
673,4.0,2.5,2310,14023,2.0,0,0,3,0,91,11,11,470000.0
674,4.0,2.25,2060,5649,1.0,0,0,5,700,41,35,74,715000.0
675,4.0,2.25,4470,60373,2.0,0,0,3,0,100,42,41,1120000.0
676,3.0,1.0,1660,7500,1.0,0,0,4,600,101,35,60,458000.0
677,5.0,4.5,3810,8019,2.0,0,0,3,0,108,33,43,966000.0
678,3.0,1.75,2110,10200,2.0,0,0,4,0,66,32,37,305495.0
679,2.0,2.0,2370,217800,1.5,0,0,3,770,92,16,15,543000.0
680,3.0,2.25,1970,3716,2.0,0,0,3,0,97,32,34,340000.0
681,4.0,2.5,2470,33305,2.0,0,0,3,0,93,31,32,633100.0
682,3.0,1.0,1480,7830,1.0,0,0,3,0,108,36,62,310000.0
683,5.0,3.0,2257,10117,1.0,0,0,3,894,105,34,72,349950.0
684,2.0,1.0,700,6000,1.0,0,0,4,0,85,36,67,267800.0
685,4.0,2.0,1630,9010,1.0,0,0,4,580,75,1,45,234000.0
686,4.0,2.5,3430,10157,2.0,0,0,3,0,100,19,22,740000.0
687,5.0,1.75,2220,6000,1.5,0,0,3,800,98,35,74,607500.0
688,3.0,1.75,1340,7473,1.0,0,0,4,0,73,1,1,223000.0
689,2.0,1.0,980,2130,1.0,0,0,4,120,74,35,56,400000.0
690,3.0,2.5,2580,13096,2.0,0,0,3,0,86,31,31,802000.0
691,4.0,2.5,2230,4541,2.0,0,0,3,0,106,9,26,253000.0
692,4.0,2.0,2290,11137,1.0,0,0,4,0,109,3,3,1058000.0
693,3.0,1.0,1260,8280,1.0,0,0,3,0,46,35,54,300000.0
694,4.0,2.75,1680,11180,1.0,0,0,4,0,66,31,31,625000.0
695,4.0,3.25,3200,7081,2.0,0,0,3,0,103,33,43,707000.0
696,4.0,2.5,3320,7644,2.0,0,0,3,0,95,3,5,950000.0
697,4.0,2.5,3040,24123,2.0,0,0,3,0,99,1,45,420000.0
698,4.0,2.75,2270,7375,1.0,0,0,4,980,73,19,22,498000.0
699,3.0,2.5,2910,17172,2.0,0,0,3,0,89,14,2,450000.0
700,5.0,2.25,2510,9887,2.0,0,0,3,0,102,23,25,955000.0
701,2.0,1.0,1240,7200,1.0,0,0,3,0,111,40,69,215000.0
702,3.0,2.75,2580,5200,2.0,0,0,3,0,108,32,37,437000.0
703,3.0,2.75,2470,3600,2.0,0,0,3,0,107,16,17,773000.0
704,4.0,3.5,4910,9444,1.5,0,0,3,1800,107,33,42,1222500.0
705,3.0,2.5,1690,5025,2.0,0,0,3,0,103,14,13,256883.0
706,4.0,2.5,2240,12032,1.0,0,0,3,0,109,33,42,592500.0
707,3.0,2.0,1650,7352,1.0,0,0,3,490,114,32,36,252350.0
708,4.0,2.5,2710,5880,2.0,0,0,3,0,106,1,45,370000.0
709,3.0,1.5,1260,10350,1.0,0,0,3,0,89,3,7,465750.0
